concept	property	prop_count	pos_tag	is_only_adj
transportation	auxiliary	74	[('auxiliary', 'JJ')]	True
germanium	natural	709	[('natural', 'JJ')]	True
windsurfing	adventurous	20	[('adventurous', 'JJ')]	True
vitamin e	typical	82	[('typical', 'JJ')]	True
environmental protection agency	federal	114	[('federal', 'JJ')]	True
hardwood	lignocellulosic	15	[('lignocellulosic', 'JJ')]	True
teamwork	critical	172	[('critical', 'JJ')]	True
trade	global	202	[('global', 'JJ')]	True
spider	beneficial	42	[('beneficial', 'JJ')]	True
bruise	physical	686	[('physical', 'JJ')]	True
tool	sharp	49	[('sharp', 'JJ')]	True
laundry	personal	635	[('personal', 'JJ')]	True
eggplant	large	852	[('large', 'JJ')]	True
liability	economic	142	[('economic', 'JJ')]	True
dilution	natural	709	[('natural', 'JJ')]	True
semiconductor	electrical	163	[('electrical', 'JJ')]	True
cash	tangible	53	[('tangible', 'JJ')]	True
appliance	hazardous	102	[('hazardous', 'JJ')]	True
knowledge management	organizational	46	[('organizational', 'JJ')]	True
elderly person	vulnerable	45	[('vulnerable', 'JJ')]	True
drupal	popular	467	[('popular', 'JJ')]	True
scanner	optional	126	[('optional', 'JJ')]	True
new york	popular	467	[('popular', 'JJ')]	True
catheter	invasive	67	[('invasive', 'JJ')]	True
great white shark	popular	467	[('popular', 'JJ')]	True
economics	academic	69	[('academic', 'JJ')]	True
title	basic	667	[('basic', 'JJ')]	True
procedure	regulatory	41	[('regulatory', 'JJ')]	True
direction	global	202	[('global', 'JJ')]	True
terrorism	unexpected	30	[('unexpected', 'JJ')]	True
sandwich	perishable	38	[('perishable', 'JJ')]	True
carbon dioxide	nonpolar	16	[('nonpolar', 'JJ')]	True
adipose tissue	peripheral	67	[('peripheral', 'JJ')]	True
medium	environmental	592	[('environmental', 'JJ')]	True
facebook	popular	467	[('popular', 'JJ')]	True
cobalt	heavy	207	[('heavy', 'JJ')]	True
foundation	structural	156	[('structural', 'JJ')]	True
rsv	modern	309	[('modern', 'JJ')]	True
contract	electronic	281	[('electronic', 'JJ')]	True
tomato	seasonal	75	[('seasonal', 'JJ')]	True
whole grain	fiber-rich	7	[('fiber-rich', 'JJ')]	True
asbestos	environmental	592	[('environmental', 'JJ')]	True
pdf	common	802	[('common', 'JJ')]	True
jogging	heavy	207	[('heavy', 'JJ')]	True
nagoya	large	852	[('large', 'JJ')]	True
passion	strong	145	[('strong', 'JJ')]	True
vinorelbine	chemotherapeutic	33	[('chemotherapeutic', 'JJ')]	True
acne	problematic	5	[('problematic', 'JJ')]	True
snapshot	advanced	233	[('advanced', 'JJ')]	True
cellular telephone	personal	635	[('personal', 'JJ')]	True
job	economic	142	[('economic', 'JJ')]	True
cornice	architectural	54	[('architectural', 'JJ')]	True
basketball	recreational	163	[('recreational', 'JJ')]	True
education	detailed	63	[('detailed', 'JJ')]	True
conveyor	auxiliary	74	[('auxiliary', 'JJ')]	True
predation	natural	709	[('natural', 'JJ')]	True
non ferrous metal	hard	160	[('hard', 'JJ')]	True
sql server	popular	467	[('popular', 'JJ')]	True
tourism	local	332	[('local', 'JJ')]	True
portable telephone	electronic	281	[('electronic', 'JJ')]	True
crab	nocturnal	13	[('nocturnal', 'JJ')]	True
rockstar	popular	467	[('popular', 'JJ')]	True
predation	biological	197	[('biological', 'JJ')]	True
scorpion	dangerous	53	[('dangerous', 'JJ')]	True
ethic	soft	247	[('soft', 'JJ')]	True
slot	classic	86	[('classic', 'JJ')]	True
hard drive	secondary	180	[('secondary', 'JJ')]	True
cirrhosis	medical	456	[('medical', 'JJ')]	True
hiker	recreational	163	[('recreational', 'JJ')]	True
sugar	solid	124	[('solid', 'JJ')]	True
external hard drive	portable	91	[('portable', 'JJ')]	True
population density	socio economic	34	[('socio', 'JJ'), ('economic', 'JJ')]	True
pigeon	large	852	[('large', 'JJ')]	True
glucosamine	nutritional	48	[('nutritional', 'JJ')]	True
gas	thermodynamic	24	[('thermodynamic', 'JJ')]	True
bulova	prestigious	27	[('prestigious', 'JJ')]	True
tax	soft	247	[('soft', 'JJ')]	True
loyalty	traditional	682	[('traditional', 'JJ')]	True
journal	electronic	281	[('electronic', 'JJ')]	True
solubility	functional	143	[('functional', 'JJ')]	True
target	retail	43	[('retail', 'JJ')]	True
document	personal	635	[('personal', 'JJ')]	True
hypertension	common medical	14	[('common', 'JJ'), ('medical', 'JJ')]	True
water supply	essential	297	[('essential', 'JJ')]	True
partnership	legal	102	[('legal', 'JJ')]	True
scanning	administrative	93	[('administrative', 'JJ')]	True
osaka	japanese	23	[('japanese', 'JJ')]	True
foam	porous	73	[('porous', 'JJ')]	True
lethargy	constitutional	29	[('constitutional', 'JJ')]	True
lake	local	332	[('local', 'JJ')]	True
newspaper	personal	635	[('personal', 'JJ')]	True
tramadol	weak	33	[('weak', 'JJ')]	True
environmental	genetic	42	[('genetic', 'JJ')]	True
electrical	professional	165	[('professional', 'JJ')]	True
grant	financial	212	[('financial', 'JJ')]	True
argon	ionizable	6	[('ionizable', 'JJ')]	True
computer display	external	443	[('external', 'JJ')]	True
cell phone	small	653	[('small', 'JJ')]	True
camel	live	65	[('live', 'JJ')]	True
microsoft word	common	802	[('common', 'JJ')]	True
seismic	environmental	592	[('environmental', 'JJ')]	True
legal	corporate	79	[('corporate', 'JJ')]	True
bangladesh	asian	38	[('asian', 'JJ')]	True
contactor	inductive	11	[('inductive', 'JJ')]	True
civil war	historical	44	[('historical', 'JJ')]	True
school	daily	99	[('daily', 'JJ')]	True
altitude	topographic	15	[('topographic', 'JJ')]	True
radiation therapy	conventional	429	[('conventional', 'JJ')]	True
seamount	oceanic	6	[('oceanic', 'JJ')]	True
state of war	exceptional	26	[('exceptional', 'JJ')]	True
chess	complex	256	[('complex', 'JJ')]	True
hair	external	443	[('external', 'JJ')]	True
card stock	heavy	207	[('heavy', 'JJ')]	True
rubber	elastic	21	[('elastic', 'JJ')]	True
personality trait	personal	635	[('personal', 'JJ')]	True
predator	natural	709	[('natural', 'JJ')]	True
facial expression	expressive	7	[('expressive', 'JJ')]	True
french	second	12	[('second', 'JJ')]	True
keratin	structural	156	[('structural', 'JJ')]	True
regular exercise	dietary	96	[('dietary', 'JJ')]	True
relative humidity	physical	686	[('physical', 'JJ')]	True
nelson mandela	successful	38	[('successful', 'JJ')]	True
http	popular	467	[('popular', 'JJ')]	True
arrears	poor	47	[('poor', 'JJ')]	True
richard dawkins	contemporary	73	[('contemporary', 'JJ')]	True
coral	complex	256	[('complex', 'JJ')]	True
ester	synthetic	126	[('synthetic', 'JJ')]	True
merger	structural	156	[('structural', 'JJ')]	True
flat panel display	optoelectronic	10	[('optoelectronic', 'JJ')]	True
distribution	industrial	201	[('industrial', 'JJ')]	True
chocolate	sugary	26	[('sugary', 'JJ')]	True
carbamazepine	strong	145	[('strong', 'JJ')]	True
diesel fuel	flammable	80	[('flammable', 'JJ')]	True
hydroelectric	renewable	60	[('renewable', 'JJ')]	True
bank	complex	256	[('complex', 'JJ')]	True
geographical location	environmental	592	[('environmental', 'JJ')]	True
traumatic brain injury	clinical	183	[('clinical', 'JJ')]	True
cheese	french	14	[('french', 'JJ')]	True
orthopedic	medical	456	[('medical', 'JJ')]	True
calcium	nutritional	48	[('nutritional', 'JJ')]	True
internal political instability	exceptional	26	[('exceptional', 'JJ')]	True
gymnastic	vigorous	16	[('vigorous', 'JJ')]	True
competition	external environmental	5	[('external', 'JJ'), ('environmental', 'JJ')]	True
fish	fresh	148	[('fresh', 'JJ')]	True
version	basic	667	[('basic', 'JJ')]	True
orthopedist	medical	456	[('medical', 'JJ')]	True
hearth	archaeological	5	[('archaeological', 'JJ')]	True
ngos	third	74	[('third', 'JJ')]	True
pfizer	large pharmaceutical	5	[('large', 'JJ'), ('pharmaceutical', 'JJ')]	True
countertops	hard	160	[('hard', 'JJ')]	True
internet	educational	56	[('educational', 'JJ')]	True
glutathione peroxidase	endogenous	38	[('endogenous', 'JJ')]	True
malaise	clinical	183	[('clinical', 'JJ')]	True
symbol	literary	45	[('literary', 'JJ')]	True
stirring rate	instrumental	11	[('instrumental', 'JJ')]	True
physiotherapist	medical	456	[('medical', 'JJ')]	True
television	personal	635	[('personal', 'JJ')]	True
process mapping	analytical	77	[('analytical', 'JJ')]	True
tumor	anatomical	16	[('anatomical', 'JJ')]	True
pneumothorax	traumatic	31	[('traumatic', 'JJ')]	True
clothing	large	852	[('large', 'JJ')]	True
neon	noble	34	[('noble', 'JJ')]	True
seal	natural	709	[('natural', 'JJ')]	True
red cross	charitable	14	[('charitable', 'JJ')]	True
parenting	environmental	592	[('environmental', 'JJ')]	True
fructose	traditional	682	[('traditional', 'JJ')]	True
fuel	myriad industrial	5	[('myriad', 'JJ'), ('industrial', 'JJ')]	True
chemical	continuous	45	[('continuous', 'JJ')]	True
monoethanolamine	organic	355	[('organic', 'JJ')]	True
prescription drug	medical	456	[('medical', 'JJ')]	True
toxicology	technical	122	[('technical', 'JJ')]	True
capacitor	external	443	[('external', 'JJ')]	True
water hyacinth	aquatic	90	[('aquatic', 'JJ')]	True
cholesterol level	traditional	682	[('traditional', 'JJ')]	True
trade	broad	15	[('broad', 'JJ')]	True
anxiety disorder	medical	456	[('medical', 'JJ')]	True
adidas	global	202	[('global', 'JJ')]	True
conference	live	65	[('live', 'JJ')]	True
glucosamine	dietary	96	[('dietary', 'JJ')]	True
drywall	porous	73	[('porous', 'JJ')]	True
chemotherapy	traditional	682	[('traditional', 'JJ')]	True
banjo	acoustic	18	[('acoustic', 'JJ')]	True
internet	contemporary	73	[('contemporary', 'JJ')]	True
personal care	daily	99	[('daily', 'JJ')]	True
age	statistical	99	[('statistical', 'JJ')]	True
image	traditional	682	[('traditional', 'JJ')]	True
nitrate	nitrogenous	9	[('nitrogenous', 'JJ')]	True
magazine	small	653	[('small', 'JJ')]	True
juice	non-alcoholic	6	[('non-alcoholic', 'JJ')]	True
raw vegetable	hard	160	[('hard', 'JJ')]	True
irritability	neuropsychiatric	23	[('neuropsychiatric', 'JJ')]	True
nutrient	environmental	592	[('environmental', 'JJ')]	True
kepler	scientific	55	[('scientific', 'JJ')]	True
camcorder	portable electronic	43	[('portable', 'JJ'), ('electronic', 'JJ')]	True
traditional	architectural	54	[('architectural', 'JJ')]	True
sheep	large	852	[('large', 'JJ')]	True
fabrication	academic	69	[('academic', 'JJ')]	True
charleston	southern	60	[('southern', 'JJ')]	True
gender	common	802	[('common', 'JJ')]	True
pager	auxiliary	74	[('auxiliary', 'JJ')]	True
sapphire	precious	24	[('precious', 'JJ')]	True
child support	financial	212	[('financial', 'JJ')]	True
coal	traditional	682	[('traditional', 'JJ')]	True
gypsum	secondary	180	[('secondary', 'JJ')]	True
north carolina	southeastern	7	[('southeastern', 'JJ')]	True
adidas	great	178	[('great', 'JJ')]	True
size	physicochemical	72	[('physicochemical', 'JJ')]	True
pneumonia	severe	151	[('severe', 'JJ')]	True
pleasure	positive	70	[('positive', 'JJ')]	True
college	eligible	9	[('eligible', 'JJ')]	True
video game	compatible	24	[('compatible', 'JJ')]	True
low maintenance	rich	58	[('rich', 'JJ')]	True
jazz	popular	467	[('popular', 'JJ')]	True
migraine	medical	456	[('medical', 'JJ')]	True
ebv	viral	54	[('viral', 'JJ')]	True
biking	strenuous	29	[('strenuous', 'JJ')]	True
acetate	functional	143	[('functional', 'JJ')]	True
duty	ancillary	99	[('ancillary', 'JJ')]	True
hair	facial	25	[('facial', 'JJ')]	True
alcohol abuse	serious	276	[('serious', 'JJ')]	True
concrete	porous	73	[('porous', 'JJ')]	True
xylene	nonpolar	16	[('nonpolar', 'JJ')]	True
charcoal	solid	124	[('solid', 'JJ')]	True
middle east	international	277	[('international', 'JJ')]	True
child labor	social	388	[('social', 'JJ')]	True
gatorade	clear	23	[('clear', 'JJ')]	True
stockholm	european	108	[('european', 'JJ')]	True
homosexuality	controversial	22	[('controversial', 'JJ')]	True
porosity	morphological	25	[('morphological', 'JJ')]	True
hockey	professional	165	[('professional', 'JJ')]	True
symbolism	literary	45	[('literary', 'JJ')]	True
mycoplasma	infectious	22	[('infectious', 'JJ')]	True
cereal	complex	256	[('complex', 'JJ')]	True
ethanol	organic	355	[('organic', 'JJ')]	True
grazing	agricultural	114	[('agricultural', 'JJ')]	True
microwave oven	small	653	[('small', 'JJ')]	True
audio	rich	58	[('rich', 'JJ')]	True
smart phone	portable	91	[('portable', 'JJ')]	True
gm csf	hematopoietic	13	[('hematopoietic', 'JJ')]	True
safflower	unrefined	14	[('unrefined', 'JJ')]	True
layout	detailed	63	[('detailed', 'JJ')]	True
dog	social	388	[('social', 'JJ')]	True
glass	cosmetic	64	[('cosmetic', 'JJ')]	True
cloth	porous	73	[('porous', 'JJ')]	True
zumba	popular	467	[('popular', 'JJ')]	True
lean meat	high	125	[('high', 'JJ')]	True
safety goggle	personal	635	[('personal', 'JJ')]	True
bolt	conventional	429	[('conventional', 'JJ')]	True
backup	powerful	50	[('powerful', 'JJ')]	True
ecstasy	illegal	24	[('illegal', 'JJ')]	True
light	dynamic	54	[('dynamic', 'JJ')]	True
blood	cellular	81	[('cellular', 'JJ')]	True
alcohol abuse	risky	20	[('risky', 'JJ')]	True
pebble	small	653	[('small', 'JJ')]	True
blood work	diagnostic	65	[('diagnostic', 'JJ')]	True
renal disease	medical	456	[('medical', 'JJ')]	True
retail store	small	653	[('small', 'JJ')]	True
environmental	contextual	50	[('contextual', 'JJ')]	True
adobe reader	common	802	[('common', 'JJ')]	True
stove	common	802	[('common', 'JJ')]	True
vegetable	basic	667	[('basic', 'JJ')]	True
stage	prognostic	20	[('prognostic', 'JJ')]	True
space heater	electrical	163	[('electrical', 'JJ')]	True
lithuania	eastern	40	[('eastern', 'JJ')]	True
vitamin a	beneficial	42	[('beneficial', 'JJ')]	True
mcdonald s	global	202	[('global', 'JJ')]	True
fresh produce	perishable	38	[('perishable', 'JJ')]	True
drainage	technical	122	[('technical', 'JJ')]	True
portability	practical	121	[('practical', 'JJ')]	True
solar cell	large	852	[('large', 'JJ')]	True
furnace	electrical	163	[('electrical', 'JJ')]	True
psychologist	behavioral	65	[('behavioral', 'JJ')]	True
emerald	precious	24	[('precious', 'JJ')]	True
aluminium	residual	12	[('residual', 'JJ')]	True
computerized tomography	nuclear	22	[('nuclear', 'JJ')]	True
bankruptcy proceeding	low	51	[('low', 'JJ')]	True
sector	demographic	126	[('demographic', 'JJ')]	True
tamil nadu	southern	60	[('southern', 'JJ')]	True
oil	nonfinancial	7	[('nonfinancial', 'JJ')]	True
new york	expensive	62	[('expensive', 'JJ')]	True
repetition	poetic	13	[('poetic', 'JJ')]	True
guangdong	southern	60	[('southern', 'JJ')]	True
oil change	complete	13	[('complete', 'JJ')]	True
chassis	mechanical	187	[('mechanical', 'JJ')]	True
deloitte	large	852	[('large', 'JJ')]	True
cyclist	vulnerable	45	[('vulnerable', 'JJ')]	True
survival	organizational	46	[('organizational', 'JJ')]	True
moss	small	653	[('small', 'JJ')]	True
cameroon	african	36	[('african', 'JJ')]	True
virus	unwanted	45	[('unwanted', 'JJ')]	True
alcohol abuse	unhealthy	32	[('unhealthy', 'JJ')]	True
food allergy	medical	456	[('medical', 'JJ')]	True
museum	commercial	172	[('commercial', 'JJ')]	True
museum	traditional	682	[('traditional', 'JJ')]	True
lamb	unprocessed	12	[('unprocessed', 'JJ')]	True
brine shrimp	small	653	[('small', 'JJ')]	True
land	environmental	592	[('environmental', 'JJ')]	True
squirrel	exotic	119	[('exotic', 'JJ')]	True
organophosphate	conventional	429	[('conventional', 'JJ')]	True
hot flash	unpleasant	41	[('unpleasant', 'JJ')]	True
ash	domestic	82	[('domestic', 'JJ')]	True
history	traditional	682	[('traditional', 'JJ')]	True
medical device	electronic	281	[('electronic', 'JJ')]	True
brake	wearable	24	[('wearable', 'JJ')]	True
edta	strong	145	[('strong', 'JJ')]	True
oil	tough	22	[('tough', 'JJ')]	True
value	cultural	99	[('cultural', 'JJ')]	True
barcelona	popular	467	[('popular', 'JJ')]	True
sweetener	pharmaceutical	45	[('pharmaceutical', 'JJ')]	True
nickel	ferromagnetic	7	[('ferromagnetic', 'JJ')]	True
crm	advanced	233	[('advanced', 'JJ')]	True
appliance	movable	11	[('movable', 'JJ')]	True
economic growth	macroeconomic	33	[('macroeconomic', 'JJ')]	True
cnn	international	277	[('international', 'JJ')]	True
rock	local	332	[('local', 'JJ')]	True
voice	behavioral	65	[('behavioral', 'JJ')]	True
data warehousing	hot	59	[('hot', 'JJ')]	True
arsenal	strong	145	[('strong', 'JJ')]	True
printing	ancillary	99	[('ancillary', 'JJ')]	True
custom	informal	18	[('informal', 'JJ')]	True
fax	personal	635	[('personal', 'JJ')]	True
seed	small	653	[('small', 'JJ')]	True
e mail	asynchronous	6	[('asynchronous', 'JJ')]	True
oxycodone	narcotic	8	[('narcotic', 'JJ')]	True
sediment	environmental	592	[('environmental', 'JJ')]	True
dizziness	severe	151	[('severe', 'JJ')]	True
catheter	implantable medical	10	[('implantable', 'JJ'), ('medical', 'JJ')]	True
purse	valuable	127	[('valuable', 'JJ')]	True
reliability	architectural	54	[('architectural', 'JJ')]	True
earthquake	national	122	[('national', 'JJ')]	True
financial problem	personal	635	[('personal', 'JJ')]	True
acid	aggressive	32	[('aggressive', 'JJ')]	True
powder	solid	124	[('solid', 'JJ')]	True
snow cover	environmental	592	[('environmental', 'JJ')]	True
banking	economic	142	[('economic', 'JJ')]	True
lease	legal	102	[('legal', 'JJ')]	True
billboard	physical	686	[('physical', 'JJ')]	True
acidophilus	probiotic	16	[('probiotic', 'JJ')]	True
chicken	fresh	148	[('fresh', 'JJ')]	True
flour	basic	667	[('basic', 'JJ')]	True
sodium cyclamate	artificial	61	[('artificial', 'JJ')]	True
grade	private	142	[('private', 'JJ')]	True
velocity	characteristic	16	[('characteristic', 'JJ')]	True
drama	common	802	[('common', 'JJ')]	True
chard	green	60	[('green', 'JJ')]	True
family	social	388	[('social', 'JJ')]	True
carbamazepine	aromatic	59	[('aromatic', 'JJ')]	True
ethyl	organic	355	[('organic', 'JJ')]	True
war	geopolitical	12	[('geopolitical', 'JJ')]	True
sour cream	soft	247	[('soft', 'JJ')]	True
battery	small	653	[('small', 'JJ')]	True
iron	valuable	127	[('valuable', 'JJ')]	True
oxygen vacancy	structural	156	[('structural', 'JJ')]	True
canopy	structural	156	[('structural', 'JJ')]	True
valley	natural	709	[('natural', 'JJ')]	True
procarbazine	chemotherapeutic	33	[('chemotherapeutic', 'JJ')]	True
clothe	small	653	[('small', 'JJ')]	True
hemoglobin	biochemical	41	[('biochemical', 'JJ')]	True
carp	invasive	67	[('invasive', 'JJ')]	True
chair	comfortable	14	[('comfortable', 'JJ')]	True
light fixture	small	653	[('small', 'JJ')]	True
chewing tobacco	traditional	682	[('traditional', 'JJ')]	True
seasonal change	environmental	592	[('environmental', 'JJ')]	True
tax break	fiscal	10	[('fiscal', 'JJ')]	True
rolling stones	western	106	[('western', 'JJ')]	True
ear infection	common	802	[('common', 'JJ')]	True
world of warcraft	popular	467	[('popular', 'JJ')]	True
